,isHealthy,mean_r,mean_g,mean_b,stddev_r,stddev_g,stddev_b,contrast,correlation,inverse_difference_moments,entropy
0,Apple___Black_rot,122.45329284667969,132.96047973632812,124.77531433105469,60.23265199857692,54.10846634122196,65.57431968176374,471.06437994100804,0.9259744407778859,0.1730887140722628,12.934043747549559
0,Apple___Black_rot,123.82296752929688,134.64764404296875,122.4849853515625,56.58190977038582,43.49167411247487,64.47198081496228,681.4864368271814,0.8546445866162931,0.11343724393403336,13.452463007554009
0,Apple___Black_rot,123.49836730957031,130.19053649902344,125.37042236328125,53.401984129388076,43.95741218335297,61.54417428637044,1016.4630187758306,0.7745579119506032,0.07052113307572236,13.739472173279285
0,Apple___Black_rot,118.58631896972656,129.9666290283203,106.96194458007812,49.782158767033884,31.01264105649739,49.821610037084895,573.559452238922,0.8025567256627242,0.0650933376112117,13.299257960688628
0,Apple___Black_rot,120.76718139648438,128.47866821289062,120.25321960449219,52.89364860116534,40.35941132866851,56.84362824102946,684.4233330780223,0.8305794529683544,0.10876895509017064,13.437002194310196
0,Apple___Black_rot,125.87153625488281,130.01651000976562,114.98182678222656,56.81566749043412,38.6927713698179,55.485771122455276,445.4602279021286,0.8932927357889173,0.10400457140744795,12.756876228542925
0,Apple___Black_rot,129.06504821777344,133.7230224609375,115.48390197753906,54.38858454638121,38.199884892577046,56.25736809064645,528.8291426825015,0.8662929797390551,0.07252184862374073,13.334578225643545
0,Apple___Black_rot,118.81404113769531,114.79620361328125,106.92747497558594,56.003914113087674,43.18014266644877,52.249636166204226,677.3368911446314,0.8518905889413086,0.06861542874531548,13.483494508535347
0,Apple___Black_rot,91.41722106933594,117.475830078125,81.64921569824219,53.19042945252417,34.87935131966895,60.94737209944118,699.5422652645611,0.7704440123652027,0.10323419676330334,13.251204367513852
0,Apple___Black_rot,120.9422607421875,127.65072631835938,125.83078002929688,54.36170302499469,43.9366920582144,61.6777060606525,719.832802272563,0.8463816360588555,0.13906940728366093,13.17161879309292
0,Apple___Black_rot,125.40293884277344,130.6612548828125,128.0224151611328,59.030968842641386,48.68419848288932,63.662678360958274,1110.1627319420406,0.8029725626630579,0.07981544860716365,13.97374089551892
0,Apple___Black_rot,105.32682800292969,107.41484069824219,99.55458068847656,53.679277127710755,48.708058431282986,59.548817941366984,1281.9340898031992,0.7376138839906783,0.06975720417797365,14.13281656274325
0,Apple___Black_rot,123.31416320800781,134.07334899902344,116.80073547363281,35.457495093972526,28.580381953277683,47.52237259740119,454.4905274413684,0.7386633249061938,0.14843729426573993,12.490062635895192
0,Apple___Black_rot,111.39645385742188,119.87797546386719,108.41952514648438,53.558050777625404,52.8963071013362,58.275370375079035,1217.98568004193,0.7691009498996871,0.10363350051420955,13.684404001168586
0,Apple___Black_rot,133.32015991210938,134.72857666015625,136.81700134277344,48.66699859022609,41.93991185111829,53.658555465105515,757.0935338872064,0.809135514597372,0.10045143276546539,13.244728027519205
0,Apple___Black_rot,111.87149047851562,116.50071716308594,103.22749328613281,51.185614164171504,36.00854771465909,49.596741948118336,597.6274728319631,0.8267234813488916,0.07013444402912905,13.241370969182912
0,Apple___Black_rot,125.88142395019531,130.90516662597656,118.65699768066406,47.946012581440705,34.451274931411845,64.17367433348886,788.4429705221544,0.751096960369342,0.09387990142386629,13.415675779119962
0,Apple___Black_rot,116.43464660644531,126.48597717285156,106.322265625,57.46754058065326,41.18483420800888,59.02105721824976,591.8876772305116,0.8686873183885963,0.07587362937845113,13.495583612122738
0,Apple___Black_rot,130.0970001220703,148.4145050048828,123.76724243164062,57.00285444242873,43.91692051087535,66.01391218146567,843.1470309346157,0.8248581072108697,0.09751109647435448,13.701553894678472
0,Apple___Black_rot,114.67585754394531,125.42295837402344,100.31260681152344,47.963258866317275,31.196529209273496,47.767638877994166,437.63594128460187,0.8425096275583116,0.0828848581075105,13.017778475433955
0,Apple___Black_rot,122.61894226074219,132.041015625,124.2314453125,56.45119601217858,44.00882940134967,63.681519763857,347.31532042964227,0.9271057423647279,0.17427460999979333,12.571359657546376
0,Apple___Black_rot,125.69508361816406,124.50093078613281,115.65110778808594,51.178269199733215,38.64848012824671,49.86034475593325,628.4490476169016,0.8318502783398646,0.06800586223866967,13.390049531352174
0,Apple___Black_rot,110.58291625976562,113.95011901855469,100.08432006835938,53.22411042065097,37.359972111340646,51.805753747313084,437.6369278342461,0.8835568069388262,0.08852454696187775,13.133454258389737
0,Apple___Black_rot,113.71437072753906,125.68208312988281,116.23968505859375,48.01950921408795,35.94649963782743,53.5232483488888,663.1260005316459,0.7922097112351373,0.10696815241673281,13.2746608686891
0,Apple___Black_rot,114.91340637207031,118.35690307617188,114.29194641113281,54.73572644505969,39.156823236636995,60.063880380803504,928.7702348405653,0.7737187357389559,0.06389941681005405,13.771811924128382
0,Apple___Black_rot,118.44584655761719,124.30563354492188,106.09031677246094,50.27227195640341,34.96302327928214,49.739028167836246,373.54623984765453,0.8849560703038808,0.11080372011711528,12.802980841355708
0,Apple___Black_rot,127.10922241210938,129.634765625,133.48159790039062,43.75815775401473,35.50028234020303,47.51326491112849,568.7162100213857,0.8084233822871044,0.13934101808338362,12.796135741016064
0,Apple___Black_rot,116.86250305175781,125.91925048828125,116.50967407226562,58.46538778484573,45.486720010238095,69.71330820569798,1129.0711658076211,0.7829844553845473,0.09541556507194886,13.699675472085321
0,Apple___Black_rot,129.7900390625,133.58924865722656,118.43391418457031,55.087437562883316,36.68963606110483,54.380316643353645,559.6094688190835,0.8531496859685754,0.08043751338353618,13.14982248691289
0,Apple___Black_rot,133.10313415527344,141.76083374023438,119.47352600097656,54.09247609789813,36.72887146656185,54.984983033424406,706.6837603025274,0.8097545946568413,0.05891545215016606,13.583722624116312
0,Apple___Black_rot,110.08241271972656,112.58572387695312,102.68609619140625,51.48735378345948,38.92365292319916,48.56274451248093,670.9215016159644,0.8211093172977524,0.07554993882681299,13.373555801821382
0,Apple___Black_rot,118.82337951660156,131.3540496826172,120.89041137695312,51.833853136359444,40.04874806350474,60.429771449535316,465.69954966238924,0.8800097271782127,0.20057442283611243,12.270324190794293
0,Apple___Black_rot,121.88157653808594,134.21795654296875,121.74330139160156,41.34617397325225,28.599467577677512,50.382371320068245,634.4081075788154,0.7034381332766989,0.08170257411894674,13.070482580030099
0,Apple___Black_rot,112.78507995605469,125.53996276855469,111.88735961914062,57.23631900768528,42.51777498696708,68.36266158268003,588.7540997603082,0.8756252238151109,0.14723762384126446,13.221682905881273
0,Apple___Black_rot,100.49758911132812,109.07290649414062,88.44537353515625,46.27479929563907,42.66172298708875,53.524223824067455,827.241476925941,0.7527029579990486,0.07157406428360819,13.694862269131011
0,Apple___Black_rot,109.11758422851562,116.14938354492188,106.46353149414062,51.20800875610777,44.54920237350048,57.59209289852945,971.0032404904355,0.7687616587616959,0.0669600723230498,13.904553558125718
0,Apple___Black_rot,119.44036865234375,126.86058044433594,103.31230163574219,48.67171432317814,28.456258601899204,49.98624889068938,178.55109688881674,0.9325018054447378,0.16152410780890003,11.959011331464383
0,Apple___Black_rot,116.73078918457031,120.73422241210938,111.84010314941406,58.10027606965274,44.52569398693203,71.7926499879962,925.4599216947802,0.8180603874478777,0.07379068231318928,13.786482767975937
0,Apple___Black_rot,100.6119384765625,118.67353820800781,89.00181579589844,56.39066921714916,39.54971050826082,66.12831621232246,1520.6534602226293,0.5953097018330843,0.04542014237820585,14.15029174726186
0,Apple___Black_rot,128.5655059814453,125.23014831542969,110.7947998046875,49.65227672244501,37.610262227797946,51.13772573376372,537.7008214538874,0.8474693647117919,0.06977398184063258,13.259815892464024
0,Apple___Black_rot,105.86167907714844,117.85038757324219,104.98812866210938,56.36978309610384,51.06119472000302,63.862108308652196,731.2797739901714,0.8669466915436268,0.12064808311663475,13.559142208970446
0,Apple___Black_rot,118.99186706542969,125.32333374023438,123.90406799316406,55.87751080499741,46.440730981658604,62.19741130427684,403.05017649461723,0.9211609236130983,0.22076830443002404,12.361424059480822
0,Apple___Black_rot,119.10316467285156,122.13522338867188,108.82293701171875,56.09341207893063,40.60924154444212,54.57054085731513,744.162182333717,0.8271522588313001,0.05639609600524959,13.65061916051807
0,Apple___Black_rot,118.48545837402344,127.10238647460938,119.0472412109375,51.2658908144787,45.11824284932425,61.1197497202471,1238.227767249975,0.7221255317352078,0.04962703905416685,14.027521960537541
0,Apple___Black_rot,123.24533081054688,125.66899108886719,125.29737854003906,62.88878291790166,52.18739217213943,69.79477399151304,988.3216179023684,0.8481262163735247,0.09362861356152066,13.51918677879827
0,Apple___Black_rot,117.39466857910156,114.78941345214844,106.73164367675781,54.4425245377699,43.12051407103352,50.88950411718467,857.8656982891189,0.8066884897081804,0.0560231422623192,13.794909184534445
0,Apple___Black_rot,117.43264770507812,128.069580078125,104.99708557128906,52.70840661346982,35.08361957481226,54.537546987585515,657.9581807327704,0.8137522972520085,0.059802004792467146,13.465666647174785
0,Apple___Black_rot,125.63117980957031,135.02012634277344,130.13784790039062,47.33109944806934,41.44049115846409,54.15095228124916,606.1103445639894,0.8391413998129225,0.13703383142252706,12.727880886525611
0,Apple___Black_rot,103.16061401367188,112.58171081542969,98.12249755859375,49.62049939509568,48.150113050949365,55.250751830579034,1225.388274897274,0.7258459214499795,0.07735987044577727,13.865541821071243
0,Apple___Black_rot,113.64857482910156,124.57748413085938,107.49958801269531,53.204580979826424,47.10067882908522,60.961943463571245,898.8150393929009,0.8076547723949705,0.06557609165997143,14.014992061547915
0,Apple___Black_rot,116.38334655761719,116.46295166015625,119.54368591308594,56.77408444168146,47.36899627998105,62.40876408766,831.8620176434538,0.8432184765432923,0.09576440490801359,13.432284253772647
0,Apple___Black_rot,120.01571655273438,120.60186767578125,115.54945373535156,54.05811401384727,47.400292068321455,58.74168560790989,1420.3263298370805,0.7055733184792851,0.07524039376511395,13.926502241487036
0,Apple___Black_rot,123.64430236816406,134.50167846679688,125.96377563476562,60.57162666106597,51.97745462620382,68.0844809891718,607.2116816548919,0.900856936914393,0.18504743153606718,12.988515329286756
0,Apple___Black_rot,165.41278076171875,165.51382446289062,169.07284545898438,54.14693402302236,46.60879676453095,57.16646378108775,300.0006852082131,0.9393911250961215,0.18287928329137107,12.018637806944891
0,Apple___Black_rot,125.98959350585938,124.32807922363281,111.90672302246094,51.716047256190116,37.57551538995669,50.260760894164186,557.9842559051801,0.8459051614022084,0.06790382716630962,13.226591737380042
0,Apple___Black_rot,134.39801025390625,136.41293334960938,135.4167938232422,58.44162704507529,48.898367787475784,63.89747302253621,1013.5076102790985,0.8199072053947998,0.11253502242518651,13.430449162203864
0,Apple___Black_rot,107.54219055175781,116.619384765625,97.65083312988281,51.8344508286839,33.395533484308416,48.90905683690418,515.8744002006435,0.8405521841452946,0.07178609165285066,13.089827149438468
0,Apple___Black_rot,120.80752563476562,131.11207580566406,123.99748229980469,48.7195467983829,37.84995800166298,57.02258878267952,525.9266344675123,0.8475266122873112,0.15739921517047356,12.52176154061546
0,Apple___Black_rot,109.40670776367188,113.06813049316406,94.40573120117188,53.33026858904185,38.513144252747935,53.722089979564956,544.622143992094,0.8586717034695754,0.08602933500139182,13.408174254258128
0,Apple___Black_rot,117.23313903808594,120.37336730957031,114.28700256347656,53.57644594529717,45.6128801651951,60.035140970760985,1221.082424398067,0.736111559226635,0.060280089074875094,14.096820134043789
0,Apple___Black_rot,121.26937866210938,128.4138641357422,107.80375671386719,50.73135415128517,35.00092287493665,51.883327338239454,796.9630051392486,0.7622842236453411,0.05267438678290061,13.742095318791327
0,Apple___Black_rot,114.6932373046875,122.55783081054688,101.81037902832031,56.07105472650667,42.25273472371354,59.55402423065809,764.3849033124271,0.8311401403046135,0.06463191739036199,13.827900836955198
0,Apple___Black_rot,115.40924072265625,118.98338317871094,103.4625244140625,52.30956937924693,36.24887249565765,49.39991335841329,156.15683862576887,0.9556331934524124,0.1952189256329157,11.758653789968552
0,Apple___Black_rot,126.48883056640625,141.6681671142578,125.42837524414062,49.99878017066317,44.907280344905985,54.75097178719657,593.2002370933051,0.8586883051544438,0.1233472471433829,12.985143564746416
0,Apple___Black_rot,106.20899963378906,109.05036926269531,102.99900817871094,45.60635426937672,37.81953719927901,50.80087615564646,800.913797923274,0.728100815819416,0.09261556099641645,13.33146829429327
0,Apple___Black_rot,129.84129333496094,132.64430236816406,119.58132934570312,54.411690136386895,39.474193657533775,52.89537467632549,662.2603603932375,0.836167552248319,0.06734657283928396,13.523651969625572
0,Apple___Black_rot,113.07635498046875,118.25935363769531,113.84104919433594,62.76125911537336,51.88787031581023,73.23061129448689,1169.0056616295406,0.8192485288070142,0.10059131430061122,13.682391236196896
0,Apple___Black_rot,117.17962646484375,128.10089111328125,116.931884765625,50.486014280170515,40.0228360618345,58.16554338454291,659.2842590289788,0.8239688755313259,0.10133516707173706,13.32036308174565
0,Apple___Black_rot,142.99404907226562,149.03091430664062,126.54592895507812,49.452551351693955,32.82708459529034,55.050463986338606,601.8112288843229,0.8075522445133807,0.06493980479740126,13.362889958557519
0,Apple___Black_rot,101.69960021972656,118.37940979003906,91.61811828613281,47.32856363372114,49.810614992792914,44.17988534133612,877.5843833801894,0.7897763447479752,0.10550959396934094,13.562406077400023
0,Apple___Black_rot,127.513671875,127.44200134277344,132.15643310546875,56.855105464905584,48.157326923323936,62.06766586059711,823.2481955257587,0.8480492143056634,0.10622868670839813,13.556857775088627
0,Apple___Black_rot,130.2010955810547,135.24484252929688,116.50465393066406,52.64454599753907,34.728502664968026,54.786239625617114,701.7303271578234,0.7976932667401896,0.05946809593640881,13.551324577442388
0,Apple___Black_rot,128.4118194580078,134.4310302734375,119.40623474121094,56.76372753996232,39.83871717923865,55.45360981376258,639.746723075259,0.8507643159859603,0.06895224004116637,13.464259493266024
0,Apple___Black_rot,130.182373046875,132.78297424316406,124.00318908691406,62.52010007323626,48.61681090959291,59.211124634473364,586.0822535052619,0.8988069395886138,0.07881770063294395,13.35147002885568
0,Apple___Black_rot,139.2095489501953,144.78855895996094,124.14460754394531,50.50173271368173,36.41341949705924,55.642194519521546,678.2149907337316,0.8067622469181853,0.06114641810162269,13.493599635772867
0,Apple___Black_rot,118.02064514160156,125.72659301757812,120.280029296875,47.41390401423302,45.975927455139434,52.42034957587888,843.8236387747495,0.7958871747797364,0.1260629123232798,13.16572860572407
0,Apple___Black_rot,114.54255676269531,121.98930358886719,111.09364318847656,62.25852194786579,50.25450599953886,71.77601033112552,921.5216430879943,0.8498113021885578,0.09475150418140674,13.805712088096621
0,Apple___Black_rot,122.04930114746094,130.41908264160156,117.20730590820312,51.75062976516513,44.92178547804402,59.073559121636926,949.5639867328665,0.7833852646183519,0.07673053867476826,13.634739578682193
0,Apple___Black_rot,119.39295959472656,126.92103576660156,117.39297485351562,51.04531987623992,36.400168894300926,58.59398246381264,676.0963050869852,0.8136825624872553,0.09527836177700674,13.357570652287702
0,Apple___Black_rot,113.18455505371094,127.57417297363281,113.449951171875,58.7664409351053,47.499671604856395,64.72292346059994,1032.0265766171653,0.7997244385312365,0.07747663034251226,13.945947028001507
0,Apple___Black_rot,105.02751159667969,118.23130798339844,101.84542846679688,42.01262536732979,37.40113158983059,48.31610704945671,671.053650999615,0.7593732893638557,0.08209047046086505,13.30293335608232
0,Apple___Black_rot,115.35203552246094,128.0605926513672,117.81668090820312,54.90853728578962,49.705404778550445,61.79191564185934,574.6380514555697,0.8911357741137979,0.13699236748289034,13.064745972976347
0,Apple___Black_rot,116.60676574707031,113.79345703125,107.86221313476562,58.143161876099,47.27106732523091,55.678051118479665,808.8425563635373,0.846631327978326,0.06151693317907235,13.666484031565908
0,Apple___Black_rot,125.96487426757812,134.9735565185547,121.43537902832031,57.6830506949137,48.48274870716645,66.10773487284744,1162.8641637831593,0.7805212342912524,0.06291518262773822,14.081505843360883
0,Apple___Black_rot,106.0009765625,111.32138061523438,109.05807495117188,54.873729221862575,48.5196671212488,60.529183020862696,1338.1634584354558,0.7355436940326568,0.06522621630692699,14.128790512985448
0,Apple___Black_rot,125.58462524414062,136.36135864257812,124.95413208007812,52.35429853313077,41.286546514636726,57.36309147284011,580.6805771668345,0.8591580968772362,0.13484377146034224,13.062033447212569
0,Apple___Black_rot,131.0479736328125,141.35528564453125,131.6959228515625,53.21169126884346,45.61949940238353,60.97497650065777,777.4556977935163,0.8327401088886077,0.10587913123249057,13.469435975806379
0,Apple___Black_rot,112.98283386230469,121.31536865234375,110.64137268066406,47.450874654684874,38.86849086239083,53.16499043179466,1357.614981302262,0.5963963199638391,0.04943512485010662,13.948117496046073
0,Apple___Black_rot,118.0665283203125,120.52650451660156,121.99784851074219,55.95539659159633,47.876817309062695,59.726322695193865,736.8734437926514,0.8578631676588295,0.14006637190355567,13.359625390871184
0,Apple___Black_rot,125.69534301757812,133.4257354736328,126.00221252441406,55.07515994050922,42.25162165393827,62.94459551931434,1061.4467535322942,0.7632845243864241,0.07354242440321983,13.86103092345994
0,Apple___Black_rot,116.76242065429688,114.20533752441406,108.09043884277344,57.99910852333647,47.525827517290175,55.76518952215346,893.8612796460487,0.8311915439328361,0.06097565317996106,13.807634949587472
0,Apple___Black_rot,108.910888671875,119.49150085449219,95.35421752929688,46.413250075381185,30.02862588579012,47.88778781777887,529.7888268484473,0.7965778919030415,0.07446805450476393,13.177987434475114
0,Apple___Black_rot,124.45765686035156,130.563720703125,124.81338500976562,58.543402131519,53.025786536519426,63.42098284273114,844.2186123726444,0.8577600259158743,0.1225898984987898,13.609139208472527
0,Apple___Black_rot,132.57012939453125,143.54640197753906,132.10916137695312,60.16384637575497,52.105326704450995,68.03895317733519,1193.6316277092933,0.8007688522664341,0.07653503589351374,14.012725247076396
0,Apple___Black_rot,124.26779174804688,122.31068420410156,127.66957092285156,53.29006958467444,48.29558108615472,55.39364076856345,1039.2308883151904,0.7941802636595982,0.0945263632076917,13.527065821113247
0,Apple___Black_rot,113.4022216796875,115.78857421875,102.01493835449219,55.23886416468721,39.61043099946328,51.55328196120536,559.6168586150754,0.86349536588915,0.06902224917258223,13.465791594784063
0,Apple___Black_rot,116.611083984375,120.87306213378906,123.75540161132812,61.79010132318975,50.285039727500326,72.3453560465446,523.3472866505667,0.9154016693848742,0.1858583393244724,12.896402533562183
0,Apple___Black_rot,111.16624450683594,120.94769287109375,113.57157897949219,53.34355001971963,47.235499938012225,57.622202936238786,1249.04874731173,0.7425808191989172,0.08630638898318946,13.773278423520658
0,Apple___Black_rot,116.38383483886719,121.23277282714844,107.47169494628906,54.39765624924661,39.680756157338635,52.8465487352602,651.4414545787671,0.8409109254499508,0.0660881159740346,13.459403945895714
0,Apple___Black_rot,117.22305297851562,120.38523864746094,119.64033508300781,48.220096696254345,41.168532478146815,53.117061007534566,594.6201544628265,0.8460350249992367,0.17494550959341654,12.846475550982495
0,Apple___Black_rot,107.49261474609375,118.34675598144531,103.41307067871094,54.12263049084958,43.97382390557136,62.184357838583544,740.0286772215009,0.8321387299495532,0.12377867569605353,13.392090592653567
0,Apple___Black_rot,118.33985900878906,124.25764465332031,112.27474975585938,60.04009678581834,47.9907619280906,72.34954194972714,687.0626174578281,0.8792611132514465,0.10014593736569186,13.56133651786713
0,Apple___Black_rot,114.38822937011719,121.24156188964844,114.7239990234375,56.11982622052217,44.89310607894037,60.278939124106465,411.75239838643773,0.9142502740776806,0.22251633045279504,12.407478746918251
0,Apple___Black_rot,123.73583984375,129.4886474609375,108.60289001464844,48.459139706776,30.358929073486724,49.913087030423235,438.0741036950929,0.8413222402493464,0.0816948843446127,12.981444357506483
0,Apple___Black_rot,117.00770568847656,124.54130554199219,106.75227355957031,56.15805053998462,41.3655456963461,54.55176978400212,702.8460491457606,0.839064648307933,0.06419081683629685,13.661628183599328
0,Apple___Black_rot,103.49610900878906,107.35441589355469,96.12980651855469,54.46462046430806,38.75379954399408,49.77227326568822,381.1261427545893,0.9039936306612111,0.1056195554134281,12.776932422650077
0,Apple___Black_rot,123.12577819824219,125.56413269042969,124.62281799316406,54.47037200670607,48.228471046351046,58.7598963985962,1090.2440283184344,0.7863601519877416,0.07462109445951184,13.865860368153308
0,Apple___Black_rot,120.19589233398438,133.42527770996094,120.44346618652344,50.649796976993635,42.60374051805959,58.11171572803257,845.4422008512345,0.7910430155072274,0.07228464326455351,13.685606722194091
0,Apple___Black_rot,116.01716613769531,120.3824462890625,110.39933776855469,52.968703287465445,38.20360755986187,67.57623574075839,1066.9257771199768,0.7251207963010401,0.06983004404366254,13.862788148817533
0,Apple___Black_rot,112.94998168945312,130.51222229003906,109.07270812988281,56.081903785897296,41.90990962104012,67.85348372551687,815.5633485318142,0.814231292615471,0.07906971413919339,13.732258242222091
0,Apple___Black_rot,104.64323425292969,110.8983154296875,99.69662475585938,56.40736065443559,39.728401577934314,66.47650331326187,745.5297591671467,0.8250366276173966,0.1064001841755538,13.373463851038181
0,Apple___Black_rot,135.42047119140625,133.3491973876953,121.857177734375,52.86908365912647,40.35682739162041,52.10528428465223,765.8023522503358,0.8085683670159731,0.05595757053618664,13.669410440304903
0,Apple___Black_rot,103.60963439941406,117.06591796875,93.59654235839844,58.80699065774698,52.771428422500406,63.11368115479379,1367.9410776804577,0.7643299671682439,0.0756847061361271,14.203563125158722
0,Apple___Black_rot,105.13655090332031,111.21177673339844,97.95533752441406,53.746739347122094,38.742825883969054,49.491722921207376,591.9135958225195,0.8472986113222057,0.06889080906481768,13.441742167797027
0,Apple___Black_rot,120.14894104003906,121.73133850097656,108.83683776855469,58.1052941418737,42.54006840612701,55.45250371486722,554.5184576545075,0.8812869455390506,0.0758785354808736,13.269258152192377
0,Apple___Black_rot,112.04898071289062,117.10182189941406,102.15751647949219,52.72086064851962,35.84189719561554,50.42516363528831,582.4895610462315,0.8353768982531774,0.06272308210831591,13.331345285992093
0,Apple___Black_rot,124.46199035644531,127.739990234375,124.51052856445312,52.246009976273065,45.275694479979386,58.240246490450836,157.94533586841598,0.9655212172383598,0.2577991485286235,11.423629013633825
0,Apple___Black_rot,111.71897888183594,117.629638671875,106.6470947265625,54.16884149196234,41.25503242818616,51.83274234318734,831.0670525609132,0.8033293345513945,0.05762935068728384,13.802140669614484
0,Apple___Black_rot,122.13703918457031,133.72764587402344,127.53713989257812,41.942960290062125,33.97836193014091,49.73031174518123,484.7637814632591,0.8180063871259116,0.1460403463297301,12.523542733871395
0,Apple___Black_rot,125.16790771484375,138.4320068359375,127.39833068847656,42.1313334777405,31.236324894206707,49.843004650300166,551.2424546448478,0.7687597548523583,0.12066164362595719,12.74393148886396
0,Apple___Black_rot,128.95193481445312,129.73150634765625,131.76055908203125,51.84487085598609,44.26032401056254,55.36770157338535,1070.804850147779,0.7615137814262944,0.09158894428293592,13.470376710811635
0,Apple___Black_rot,123.86773681640625,136.46014404296875,120.0921630859375,52.532334249528375,40.53870076116253,60.20330436166479,768.1548092981059,0.8054000188486803,0.09064718670150652,13.567641948570278
0,Apple___Black_rot,97.00959777832031,117.89410400390625,82.38650512695312,51.169819400953585,33.93754070846608,61.2386830147464,784.5666026738509,0.7254678937261124,0.07475565034643085,13.481179518318886
0,Apple___Black_rot,121.34732055664062,131.54933166503906,129.7171173095703,49.23875311057399,39.886580554494564,56.04727502136013,512.2211395556994,0.8647966765161392,0.1603021461831986,12.615220724779084
0,Apple___Black_rot,125.23204040527344,137.43197631835938,113.30499267578125,49.89205271846644,33.99115699893712,49.679793741777274,278.53222587165976,0.9102476453218572,0.15178450056023715,12.025855588432167
0,Apple___Black_rot,120.43896484375,126.1810302734375,106.95634460449219,53.23239344118654,35.640745787183825,54.80741124149661,730.367426035058,0.7974568777025008,0.05803796797760085,13.600814484528383
0,Apple___Black_rot,131.1724853515625,136.1082000732422,134.86709594726562,61.868639714336084,51.14609735887925,70.81711421583394,1030.7114592794828,0.8355622529885038,0.08871421592692441,13.701142030180236
0,Apple___Black_rot,104.42851257324219,111.43719482421875,104.57064819335938,48.27609149623947,40.47797378706572,53.63598959812959,1123.2492090632197,0.6939177013568854,0.0634823288528846,13.913348787619235
0,Apple___Black_rot,120.73915100097656,128.1285400390625,104.9765625,49.5958799598918,33.71895435768933,55.66706543435055,667.4328078443382,0.7913423391787084,0.06125654264388769,13.491556552570549
0,Apple___Black_rot,118.97550964355469,125.41242980957031,123.08369445800781,52.55080516034708,46.245479785094076,58.03285022782224,1228.396969750215,0.7370798286402551,0.06085787621341936,14.023193641989772
0,Apple___Black_rot,128.000244140625,126.90890502929688,110.48106384277344,51.974711797606936,42.26719327667219,52.27515773086853,515.8790010452707,0.8730214437254333,0.09697828790440245,13.166255953993332
0,Apple___Black_rot,114.87138366699219,117.14968872070312,102.87551879882812,53.55356531648886,37.51303760048511,51.5875058450529,515.0441794472074,0.8634428221378383,0.07594389623703586,13.371474182565153
